parent_document_id,document_id,HaveSeenImages,accumulated_accuracy,all_accumulated_accuracy,anRepeatedItem,browser,browser_version,codeversion,condition,correct,correct_appear1,correct_appear2,correct_response,correct_response_key,current_assignmentTypesWithinList,designversion,fullscreen,height,id,id_picName,internal_node_id,is_changedfullscreen,is_chosenFinal,is_currentObjAppear1,is_finished,is_old,is_studied_appear0_initial,is_studied_appear1_initial,is_studied_appear2_initial,is_tested_appear0_initial,is_tested_appear1_initial,is_tested_appear2_initial,listNum_appear0_initial,listNum_appear1_initial,listNum_appear2_initial,listNum_infinalOrder,listNum_pickedFrom,microphone,mobile,num_CurrObjAppear,os,presPos_digit,question_order,recognition_correct,response,responsesum,rt,session_id,stimulus,stimulusConditionName_nPlusOneTrial,stimulusConditions,stimulus_id,studyPos_appear0_initial,studyPos_appear1_initial,studyPos_appear2_initial,study_id,subject_id,success,sum_currList,task,testPos_appear0_initial,testPos_appear1_initial,testPos_appear2_initial,testPos_final,time_elapsed,timepassed_mins,trial_index,trial_type,type_code_studiedCurr,type_code_testiedCurr,type_code_testiedNext,type_comment,vsync_rate,webaudio,webcam,width
dte,0f1GK8IEwEnA7QyWQOqO,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (2292).jpg,0.0-22.0-1.0-0.44,1,True,,0,False,,False,False,,False,False,,0,0,7,0,,,1,,,,0,,,,,images/1 (2292).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,345,28772,0.48,1110,image-keyboard-response,,,,final Foil,,,,885
dte,0fFbGTDmTCri6g2tAIUc,,,,False,,,2,r,,,,,,T_target,3,,1306,dte,1 (1779).jpg,0.0-9.0-2.0-0.14,1,False,True,0,,True,True,False,True,True,False,5,5,0,,0,,,1,,,,,,,,,images/1 (1779).jpg,B,B,,15,15,0,,dte,,,initial_study,26,26,0,0,17404,0.29,325,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,0oTyJeRolk8kwpaa93cD,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (925).jpg,0.0-16.0-1.0-0.27,1,True,,0,False,,False,False,,False,False,,0,0,1,4,,,1,,,,0,,,,,images/1 (925).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,28,24930,0.42,793,image-keyboard-response,,,,final Foil,,,,885
dte,0peYATBQhp9TcvyCjP2N,,0,,,,,2,r,False,False,False,,j,T_target,3,,1306,dte,1 (2053).jpg,0.0-24.0-1.0-0.16,1,True,,0,True,,True,False,,True,True,,8,9,9,0,,,,,,,0,,,,,images/1 (2053).jpg,,Dn,,,16,0,,dte,,,finalTest,,20,5,413,29602,0.49,1178,image-keyboard-response,,,,"current target, in next trial",,,,885
dte,0uDoE7Y0rqHXa1F5Q6Q8,,,,False,,,2,r,,,,,,T_target,3,,1306,dte,1 (1016).jpg,0.0-6.0-2.0-0.11,1,True,True,0,,True,True,False,True,True,False,2,2,0,7,0,,,1,,,,,,,,,images/1 (1016).jpg,B,B,,12,12,0,,dte,,,initial_study,28,28,0,305,13767,0.23,94,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1395
dte,0uNwSiG4pz1h80mJlM8w,,0,,,,,2,r,False,False,False,,j,T_target,3,,1306,dte,1 (2065).jpg,0.0-19.0-1.0-0.30,1,True,,0,True,,True,False,,True,True,,7,8,4,0,,,,,,,0,,,,,images/1 (2065).jpg,,Dn,,,4,0,,dte,,,finalTest,,7,16,187,26839,0.45,952,image-keyboard-response,,,,"current target, in next trial",,,,885
dte,0uTkIvtTcaXum0JvL3HC,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (321).jpg,0.0-23.0-1.0-0.16,1,True,,0,False,,False,False,,False,False,,0,0,8,1,,,1,,,,0,,,,,images/1 (321).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,365,29016,0.48,1130,image-keyboard-response,,,,final Foil,,,,885
dte,0v9eCae80GilUOzcoF3f,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (142).jpg,0.0-18.0-1.0-0.32,1,True,,0,False,,False,False,,False,False,,0,0,3,4,,,1,,,,0,,,,,images/1 (142).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,141,26301,0.44,906,image-keyboard-response,,,,final Foil,,,,885
dte,0xvogEuSsUEpgeDbPs9U,,,,False,,,2,r,,,,,,T_target,3,,1306,dte,1 (1655).jpg,0.0-14.0-2.0-0.6,1,True,True,0,,True,True,False,True,True,False,10,10,0,4,0,,,1,,,,,,,,,images/1 (1655).jpg,B,B,,7,7,0,,dte,,,initial_study,25,25,0,171,23456,0.39,697,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,13AsVpakYE0rKRZATVxA,,0,,False,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (2254).jpg,0.0-9.0-10.0-0.1,1,True,True,0,False,True,True,False,True,True,False,5,5,False,,0,,,1,,,,0,,,,,images/1 (2254).jpg,B,B,,17,17,0,,dte,,,initialTest_response,2,2,0,207,17756,0.30,356,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,17ySHOAuZXh9h29Q3UcN,,0,,,,,2,r,False,,,,j,T_nontarget,3,,1306,dte,1 (1404).jpg,0.0-22.0-1.0-0.26,1,True,,0,True,,True,False,,False,False,,1,0,7,0,,,,,,,0,,,,,images/1 (1404).jpg,,A,,,26,0,,dte,,,finalTest,,0,0,327,28539,0.48,1092,image-keyboard-response,,,,"studied only, not in trial",,,,885
dte,1COHYrl4nA0N48YLnusn,,,,False,,,2,r,,,,,,T_target,3,,1306,dte,1 (1548).jpg,0.0-13.0-2.0-0.20,1,False,True,0,,True,True,False,True,True,False,9,9,0,,0,,,1,,,,,,,,,images/1 (1548).jpg,B,B,,21,21,0,,dte,,,initial_study,17,17,0,0,22417,0.37,635,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,1GlmEbx34PdiF2XITlIs,,0,,True,,,2,r,False,False,False,,f,T_foil,3,,1306,dte,1 (1582).jpg,0.0-6.0-10.0-0.8,1,False,False,0,False,False,True,False,True,True,True,2,1,2,,0,,,2,,,,0,,,,,images/1 (1582).jpg,Dn,Dn,,0,15,0,,dte,,,initialTest_response,9,15,9,0,14302,0.24,135,image-keyboard-response,1,1,1,"current target, in next trial, from last trial",,,,885
dte,1HGB8gWQpdGnO43xNAvp,,0,,True,,,2,r,False,False,False,,f,T_foil,3,,1306,dte,1 (490).jpg,0.0-9.0-10.0-0.3,1,True,False,0,False,False,True,False,True,True,True,5,4,5,,0,,,2,,,,0,,,,,images/1 (490).jpg,Dn,Dn,,0,6,0,,dte,,,initialTest_response,4,6,4,179,17800,0.30,358,image-keyboard-response,1,1,1,"current target, in next trial, from last trial",,,,885
dte,1QmdASxjqvyhcbWXu2zr,,0,,,,,2,r,False,,,,j,T_nontarget,3,,1306,dte,1 (1793).jpg,0.0-19.0-1.0-0.32,1,True,,0,True,,True,False,,False,False,,9,0,4,0,,,,,,,0,,,,,images/1 (1793).jpg,,A,,,3,0,,dte,,,finalTest,,0,0,189,26862,0.45,954,image-keyboard-response,,,,"studied only, not in trial",,,,885
dte,1TW60DPQ0eu1t8Pg6AI6,,0,,True,,,2,r,False,False,,,f,T_foil,3,,1306,dte,1 (731).jpg,0.0-10.0-10.0-0.3,1,False,True,0,False,False,False,False,True,True,True,6,6,7,,0,,,1,,,,0,,,,,images/1 (731).jpg,Fnn+1,Fnn,,0,0,0,,dte,,,initialTest_response,4,4,8,0,19015,0.32,434,image-keyboard-response,0,1,1,"tested only, in next trial",,,,885
dte,1WBaTWJKbm04xDHUzNOM,,0,,False,,,2,r,False,False,,,f,T_foil,3,,1306,dte,1 (830).jpg,0.0-6.0-10.0-0.28,1,True,True,0,False,False,False,False,True,True,False,2,2,False,7,0,,,1,,,,0,,,,,images/1 (830).jpg,Fn+1,Fn,,0,0,0,,dte,,,initialTest_response,29,29,0,344,14754,0.25,155,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,885
dte,1Y53VzZxvHF9BqKWvc9b,,0,,,,,2,r,False,False,False,,j,T_target,3,,1306,dte,1 (2044).jpg,0.0-18.0-1.0-0.14,1,True,,0,True,,True,False,,True,True,,5,6,3,0,,,,,,,0,,,,,images/1 (2044).jpg,,Dn,,,19,0,,dte,,,finalTest,,25,9,123,26081,0.44,888,image-keyboard-response,,,,"current target, in next trial",,,,885
dte,1bvSYMnQtFLcrUrndr1G,,,,True,,,2,r,,,,,,T_target,3,,1306,dte,1 (515).jpg,0.0-6.0-2.0-0.29,1,True,True,0,,True,True,False,True,True,True,2,2,3,2,0,,,1,,,,,,,,,images/1 (515).jpg,Dn+1,Dn,,30,30,0,,dte,,,initial_study,11,11,24,78,13973,0.23,112,image-keyboard-response,1,1,1,"current target, in next trial",,,,1395
dte,1e7OILQIDTzW0qt7K7dG,,0,,False,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (499).jpg,0.0-9.0-10.0-0.10,1,True,True,0,False,True,True,False,True,True,False,5,5,False,,0,,,1,,,,0,,,,,images/1 (499).jpg,B,B,,25,25,0,,dte,,,initialTest_response,11,11,0,273,17960,0.30,365,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,1l2BnFqf4F0OfYEw7Iba,,0,,True,,,2,r,False,False,False,,f,T_foil,3,,1306,dte,1 (216).jpg,0.0-8.0-10.0-0.8,1,True,False,0,False,False,True,False,True,True,True,4,3,4,,0,,,2,,,,0,,,,,images/1 (216).jpg,Dn,Dn,,0,5,0,,dte,,,initialTest_response,9,5,9,473,16720,0.28,287,image-keyboard-response,1,1,1,"current target, in next trial, from last trial",,,,885
dte,1nxBSrhsJSsXpODeETXy,,,,,,,2,r,,,,,,,3,,1306,dte,,0.0-14.0-7.0-0.0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,<p background:white>INCORRECT!</p>,,,,,,,,dte,,,promptfeedback,,,,,23880,0.40,732,html-keyboard-response,,,,,,,,885
dte,1svJRo7ICUVdyGYfDWBU,,,,True,,,2,r,,,,,,T_target,3,,1306,dte,1 (2283).jpg,0.0-11.0-2.0-0.22,1,False,True,0,,True,True,False,True,True,True,7,7,8,,0,,,1,,,,,,,,,images/1 (2283).jpg,Dn+1,Dn,,23,23,0,,dte,,,initial_study,4,4,22,0,19918,0.33,485,image-keyboard-response,1,1,1,"current target, in next trial",,,,885
dte,1yznwihGBt4uTuaoJkX0,,,,False,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (829).jpg,0.0-12.0-2.0-0.20,1,False,True,0,,True,True,False,False,False,False,8,8,0,,0,,,1,,,,,,,,,images/1 (829).jpg,A,A,,21,21,0,,dte,,,initial_study,0,0,0,0,21096,0.35,559,image-keyboard-response,1,0,0,"studied only, not in trial",,,,885
dte,20xlfBZhdhgmc3hL8LId,,,,False,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (1256).jpg,0.0-10.0-2.0-0.0,1,True,True,0,,True,True,False,False,False,False,6,6,0,5,0,,,1,,,,,,,,,images/1 (1256).jpg,A,A,,1,1,0,,dte,,,initial_study,0,0,0,218,18435,0.31,387,image-keyboard-response,1,0,0,"studied only, not in trial",,,,885
dte,29h1em8fqPApic80msP9,,0,,True,,,2,r,False,False,,,f,T_foil,3,,1306,dte,1 (178).jpg,0.0-9.0-10.0-0.27,1,False,True,0,False,False,False,False,True,True,True,5,5,6,,0,,,1,,,,0,,,,,images/1 (178).jpg,Fnn+1,Fnn,,0,0,0,,dte,,,initialTest_response,28,28,12,0,18342,0.31,382,image-keyboard-response,0,1,1,"tested only, in next trial",,,,885
dte,2DhNKEV58pGP5BcAAQpi,,,,True,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (1387).jpg,0.0-7.0-2.0-0.5,1,False,True,0,,True,True,False,False,False,True,3,3,4,,0,,,1,,,,,,,,,images/1 (1387).jpg,Cn+1,Cn,,6,6,0,,dte,,,initial_study,0,0,30,0,14891,0.25,164,image-keyboard-response,1,0,1,"studied only, in next trial",,,,885
dte,2O2jcPFqj4stRWxtavz0,,0,,True,,,2,r,False,,False,,f,T_foil,3,,1306,dte,1 (1519).jpg,0.0-10.0-10.0-0.22,1,True,False,0,False,False,True,False,True,False,True,6,5,6,,0,,,2,,,,0,,,,,images/1 (1519).jpg,Cn,Cn,,0,1,0,,dte,,,initialTest_response,23,0,23,281,19451,0.33,453,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,885
dte,2QlMqm6LXBDICr3XM71Y,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (8).jpg,0.0-25.0-1.0-0.2,1,True,,0,False,,False,False,,False,False,,0,0,10,3,,,1,,,,0,,,,,images/1 (8).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,447,30027,0.50,1212,image-keyboard-response,,,,final Foil,,,,885
dte,2RL3uHXrQfi2lLHaeWAA,,0,,True,,,2,r,False,False,False,,f,T_foil,3,,1306,dte,1 (1468).jpg,0.0-12.0-10.0-0.23,1,True,False,0,False,False,False,False,True,False,True,8,7,8,,0,,,2,,,,0,,,,,images/1 (1468).jpg,Fnn,Fnn,,0,0,0,,dte,,,initialTest_response,24,0,24,106,22017,0.37,606,image-keyboard-response,0,1,1,"tested only, in next trial, from last trial",,,,885
dte,2WTl9c7nMQ8QQwGIVVxu,,0,,,,,2,r,False,,,,j,T_target,3,,1306,dte,1 (892).jpg,0.0-16.0-1.0-0.50,1,True,,0,True,,True,False,,True,False,,6,0,1,0,,,,,,,0,,,,,images/1 (892).jpg,,B,,,30,0,,dte,,,finalTest,,16,0,51,25209,0.42,816,image-keyboard-response,,,,"current target, not in next trial",,,,885
dte,2XbgDSmQPCKJ1rImNsIQ,,0,,True,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (1479).jpg,0.0-13.0-10.0-0.9,1,True,True,0,False,True,True,False,True,True,True,9,9,10,,0,,,1,,,,0,,,,,images/1 (1479).jpg,Dn+1,Dn,,11,11,0,,dte,,,initialTest_response,10,10,14,270,22893,0.38,668,image-keyboard-response,1,1,1,"current target, in next trial",,,,885
dte,2ihh44UivAPEkcZWGQbV,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (1310).jpg,0.0-21.0-1.0-0.23,1,True,,0,False,,False,False,,False,False,,0,0,6,6,,,1,,,,0,,,,,images/1 (1310).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,276,27907,0.47,1041,image-keyboard-response,,,,final Foil,,,,885
dte,2l7wjjxu7pCP8l47DAkS,,0,,True,,,2,r,False,,False,,f,T_foil,3,,1306,dte,1 (2140).jpg,0.0-14.0-10.0-0.11,1,True,False,0,False,False,True,False,True,False,False,10,9,0,,0,,,2,,,,0,,,,,images/1 (2140).jpg,Cn,Cn,,0,14,0,,dte,,,initialTest_response,12,0,0,271,24157,0.40,746,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,885
dte,2mQUHeM4HU0zzRaC7cRF,,0,,,,,2,r,False,,,,j,T_target,3,,1306,dte,1 (169).jpg,0.0-17.0-1.0-0.43,1,True,,0,True,,True,False,,True,False,,4,0,2,0,,,,,,,0,,,,,images/1 (169).jpg,,B,,,9,0,,dte,,,finalTest,,12,0,104,25856,0.43,869,image-keyboard-response,,,,"current target, not in next trial",,,,885
dte,2mh8XsTrKWCZreStaAB7,,0,,False,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (2237).jpg,0.0-8.0-10.0-0.4,1,True,True,0,False,True,True,False,True,True,False,4,4,False,,0,,,1,,,,0,,,,,images/1 (2237).jpg,B,B,,27,27,0,,dte,,,initialTest_response,5,5,0,5,16624,0.28,283,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,2oT03aolaKGuFORxjfqJ,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (1376).jpg,0.0-24.0-1.0-0.12,1,True,,0,False,,False,False,,False,False,,0,0,9,0,,,1,,,,0,,,,,images/1 (1376).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,409,29556,0.49,1174,image-keyboard-response,,,,final Foil,,,,885
dte,2s3cs5GEH58eqLQUWXHz,,0,,False,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (124).jpg,0.0-13.0-10.0-0.5,1,True,True,0,False,True,True,False,True,True,False,9,9,False,,0,,,1,,,,0,,,,,images/1 (124).jpg,B,B,,18,18,0,,dte,,,initialTest_response,6,6,0,153,22803,0.38,664,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,2sHZQZG6xAgy3U62VAlG,,,,False,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (1891).jpg,0.0-12.0-2.0-0.17,1,True,True,0,,True,True,False,False,False,False,8,8,0,8,0,,,1,,,,,,,,,images/1 (1891).jpg,A,A,,18,18,0,,dte,,,initial_study,0,0,0,379,21061,0.35,556,image-keyboard-response,1,0,0,"studied only, not in trial",,,,885
dte,2soetaJg6J27mjpjiEde,,0,,,,,2,r,False,,,,j,T_foil,3,,1306,dte,1 (1117).jpg,0.0-18.0-1.0-0.4,1,True,,0,True,,False,False,,True,False,,1,False,3,1,,,,,,,0,,,,,images/1 (1117).jpg,,Fn,,,0,0,,dte,,,finalTest,,21,0,113,25960,0.43,878,image-keyboard-response,,,,"tested only, not in next trial",,,,885
dte,2u1YnOlxq1N3DoRv9yVj,,,,False,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (861).jpg,0.0-9.0-2.0-0.26,1,True,True,0,,True,True,False,False,False,False,5,5,0,6,0,,,1,,,,,,,,,images/1 (861).jpg,A,A,,27,27,0,,dte,,,initial_study,0,0,0,290,17535,0.29,337,image-keyboard-response,1,0,0,"studied only, not in trial",,,,885
dte,2w49ZmipQpacVgYlyHbM,,0,,False,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (1434).jpg,0.0-6.0-10.0-0.2,1,True,True,0,False,True,True,False,True,True,False,2,2,False,,0,,,1,,,,0,,,,,images/1 (1434).jpg,B,B,,4,4,0,,dte,,,initialTest_response,3,3,0,150,14176,0.24,129,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,2wkrjpgCAQYHT3WAYnie,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (1579).jpg,0.0-22.0-1.0-0.22,1,True,,0,False,,False,False,,False,False,,0,0,7,4,,,1,,,,0,,,,,images/1 (1579).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,323,28492,0.48,1088,image-keyboard-response,,,,final Foil,,,,885
dte,31WdLiiGmkxQEzvhqAJJ,,0,,,,,2,r,False,,,,j,T_nontarget,3,,1306,dte,1 (1139).jpg,0.0-16.0-1.0-0.8,1,True,,0,True,,True,False,,False,False,,4,0,1,0,,,,,,,0,,,,,images/1 (1139).jpg,,A,,,1,0,,dte,,,finalTest,,0,0,9,24701,0.41,774,image-keyboard-response,,,,"studied only, not in trial",,,,885
dte,33UHD3FIbpLIWfJIrq12,,,,False,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (302).jpg,0.0-11.0-2.0-0.18,1,True,True,0,,True,True,False,False,False,False,7,7,0,3,0,,,1,,,,,,,,,images/1 (302).jpg,A,A,,19,19,0,,dte,,,initial_study,0,0,0,144,19874,0.33,481,image-keyboard-response,1,0,0,"studied only, not in trial",,,,885
dte,37g24lmoAV7AlWQp9RL7,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (977).jpg,0.0-24.0-1.0-0.27,1,True,,0,False,,False,False,,False,False,,0,0,9,8,,,1,,,,0,,,,,images/1 (977).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,424,29739,0.50,1189,image-keyboard-response,,,,final Foil,,,,885
dte,38GSQ4eeEzGWMXInLqvv,,,,False,,,2,r,,,,,,T_target,3,,1306,dte,1 (1544).jpg,0.0-14.0-2.0-0.7,1,False,True,0,,True,True,False,True,True,False,10,10,0,,0,,,1,,,,,,,,,images/1 (1544).jpg,B,B,,8,8,0,,dte,,,initial_study,27,27,0,0,23468,0.39,698,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,393NEsVrRC9K4MJ40YM5,,,,True,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (1994).jpg,0.0-5.0-2.0-0.24,1,True,True,0,,True,True,False,False,False,True,1,1,2,1,0,,,1,,,,,,,,,images/1 (1994).jpg,Cn+1,Cn,,25,25,0,,dte,,,initial_study,0,0,22,29,12626,0.21,31,image-keyboard-response,1,0,1,"studied only, in next trial",,,,1395
dte,3Ajw8Igom7qFLcBtsh9J,,,,False,,,2,r,,,,,,T_target,3,,1306,dte,1 (1718).jpg,0.0-12.0-2.0-0.11,1,False,True,0,,True,True,False,True,True,False,8,8,0,,0,,,1,,,,,,,,,images/1 (1718).jpg,B,B,,12,12,0,,dte,,,initial_study,14,14,0,0,20992,0.35,550,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,3GJB6OpFhGXnm5AQvvaq,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (2342).jpg,0.0-20.0-1.0-0.30,1,True,,0,False,,False,False,,False,False,,0,0,5,9,,,1,,,,0,,,,,images/1 (2342).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,235,27416,0.46,1000,image-keyboard-response,,,,final Foil,,,,885
dte,3KnteWLbJVTwtVb1MtDm,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (2120).jpg,0.0-16.0-1.0-0.21,1,True,,0,False,,False,False,,False,False,,0,0,1,0,,,1,,,,0,,,,,images/1 (2120).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,22,24860,0.42,787,image-keyboard-response,,,,final Foil,,,,885
dte,3NKu2tHomIJR1gZPymCF,,,,,,,2,r,,,,,,,3,,1306,dte,,0.0-13.0-3.0-0.0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,Summing up the digits as they appear,,,,,,,,dte,,,prompt,,,,,22535,0.38,645,html-keyboard-response,,,,,,,,885
dte,3OPeBBDutuLOEo9fLRmD,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (1818).jpg,0.0-16.0-1.0-0.20,1,True,,0,False,,False,False,,False,False,,0,0,1,4,,,1,,,,0,,,,,images/1 (1818).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,21,24849,0.42,786,image-keyboard-response,,,,final Foil,,,,885
dte,3QmSxpdhenfv9yLkKelb,,0,,False,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (2223).jpg,0.0-11.0-10.0-0.11,1,False,True,0,False,True,True,False,True,True,False,7,7,False,,0,,,1,,,,0,,,,,images/1 (2223).jpg,B,B,,21,21,0,,dte,,,initialTest_response,12,12,0,0,20408,0.34,518,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
