parent_document_id,document_id,HaveSeenImages,accumulated_accuracy,all_accumulated_accuracy,anRepeatedItem,browser,browser_version,codeversion,condition,correct,correct_appear1,correct_appear2,correct_response,correct_response_key,current_assignmentTypesWithinList,designversion,fullscreen,height,id,id_picName,internal_node_id,is_changedfullscreen,is_chosenFinal,is_currentObjAppear1,is_finished,is_old,is_studied_appear0_initial,is_studied_appear1_initial,is_studied_appear2_initial,is_tested_appear0_initial,is_tested_appear1_initial,is_tested_appear2_initial,listNum_appear0_initial,listNum_appear1_initial,listNum_appear2_initial,listNum_infinalOrder,listNum_pickedFrom,microphone,mobile,num_CurrObjAppear,os,presPos_digit,question_order,recognition_correct,response,responsesum,rt,session_id,stimulus,stimulusConditionName_nPlusOneTrial,stimulusConditions,stimulus_id,studyPos_appear0_initial,studyPos_appear1_initial,studyPos_appear2_initial,study_id,subject_id,success,sum_currList,task,testPos_appear0_initial,testPos_appear1_initial,testPos_appear2_initial,testPos_final,time_elapsed,timepassed_mins,trial_index,trial_type,type_code_studiedCurr,type_code_testiedCurr,type_code_testiedNext,type_comment,vsync_rate,webaudio,webcam,width
100896,0T40RlauEZDfBc2Kc5Kg,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (1217).jpg,0.0-22.0-1.0-0.23,0,True,,0,False,,False,False,,False,False,,0,0,7,8,,,1,,,,0,,,,,images/1 (1217).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,324,24355,0.41,1089,image-keyboard-response,,,,final Foil,,,,2562
100896,0iM5XUtPAwcxy0HXoU1r,,0,,,,,2,r,False,,,,j,T_target,3,,1728,100896,1 (751).jpg,0.0-23.0-1.0-0.16,0,True,,0,True,,True,False,,True,False,,8,0,8,0,,,,,,,0,,,,,images/1 (751).jpg,,B,,,10,0,,100896,,,finalTest,,23,0,365,24842,0.42,1130,image-keyboard-response,,,,"current target, not in next trial",,,,2562
100896,0nQbO3klYsDSSPabUbiH,,,,,,,2,r,,,,,,,3,,1728,100896,,0.0-14.0-5.0-0.2,0,,,0,,,,,,,,10,,,,,,,,,3,,,,,,,6,,,6,,,,,100896,,57,digitPresentation,,,,,19679,0.33,725,html-keyboard-response,,,,,,,,2562
100896,0p7w8oeLZLbNYmoCrLUK,,,,,,,2,r,,,,,,,3,,1728,100896,,0.0-26.0,0,,,3,,,,,,,,,,,,,,,,,,,,{'surveyend': ''},,4271913,,,,,,,,,,100896,,,surveyatend,,,,,4298289,71.64,1258,survey-text,,,,,,,,2562
100896,0pQAQY4g6mpyW3lBLqxU,,,,,,,2,r,,,,,,,3,,1728,100896,,0.0-6.0-5.0-0.2,0,,,0,,,,,,,,2,,,,,,,,,3,,,,,,,7,,,7,,,,,100896,,52,digitPresentation,,,,,9960,0.17,117,html-keyboard-response,,,,,,,,2562
100896,0xUB8t8xV1ZKoWPdWHbG,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (1769).jpg,0.0-22.0-1.0-0.30,0,True,,0,False,,False,False,,False,False,,0,0,7,2,,,1,,,,0,,,,,images/1 (1769).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,331,24439,0.41,1096,image-keyboard-response,,,,final Foil,,,,2562
100896,12ILj5RrZQO0hXfLnLzY,,0,,True,,,2,r,False,,False,,f,T_foil,3,,1728,100896,1 (119).jpg,0.0-9.0-10.0-0.13,0,True,False,0,False,False,True,False,True,False,True,5,4,5,,0,,,2,,,,0,,,,,images/1 (119).jpg,Cn,Cn,,0,3,0,,100896,,,initialTest_response,14,0,14,477,14028,0.24,368,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,2562
100896,12uhJAkOmKncepHwlCbg,,0,,,,,2,r,False,,,,j,T_nontarget,3,,1728,100896,1 (2323).jpg,0.0-23.0-1.0-0.14,0,True,,0,True,,True,False,,False,False,,7,0,8,0,,,,,,,0,,,,,images/1 (2323).jpg,,A,,,2,0,,100896,,,finalTest,,0,0,363,24817,0.42,1128,image-keyboard-response,,,,"studied only, not in trial",,,,2562
100896,18ECwq3GHTwcGY76ZH21,,,,,,,2,r,,,,,,,3,,1728,100896,,0.0-14.0-5.0-0.3,0,,,0,,,,,,,,10,,,,,,,,,4,,,,,,,8,,,8,,,,,100896,,57,digitPresentation,,,,,19689,0.33,726,html-keyboard-response,,,,,,,,2562
100896,1CkWBH2xWkkawHwHjCsc,,0,,True,,,2,r,False,False,,,f,T_foil,3,,1728,100896,1 (525).jpg,0.0-5.0-10.0-0.8,0,True,True,0,False,False,False,False,True,True,True,1,1,2,7,0,,,1,,,,0,,,,,images/1 (525).jpg,Fnn+1,Fnn,,0,0,0,,100896,,,initialTest_response,9,9,5,342,9046,0.16,59,image-keyboard-response,0,1,1,"tested only, in next trial",,,,2562
100896,1Jl9YmlNa2fe85txcpc5,,0,,True,,,2,r,False,False,,,f,T_foil,3,,1728,100896,1 (2324).jpg,0.0-10.0-10.0-0.3,0,True,True,0,False,False,False,False,True,True,True,6,6,7,8,0,,,1,,,,0,,,,,images/1 (2324).jpg,Fnn+1,Fnn,,0,0,0,,100896,,,initialTest_response,4,4,18,354,15015,0.26,434,image-keyboard-response,0,1,1,"tested only, in next trial",,,,2562
100896,1Jr8Q7hcu9cZqV9lnbjg,,0,,True,,,2,r,False,,False,,f,T_foil,3,,1728,100896,1 (1427).jpg,0.0-7.0-10.0-0.8,0,True,False,0,False,False,True,False,True,False,True,3,2,3,,0,,,2,,,,0,,,,,images/1 (1427).jpg,Cn,Cn,,0,29,0,,100896,,,initialTest_response,9,0,9,206,11482,0.20,211,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,2562
100896,1Z9lmRGcFlwE0ee02zKh,,,,,,,2,r,,,,,,,3,,1728,100896,,0.0-8.0-8.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,Now judge if you have seen this pictures from the list you JUST studied before the digits,,,,,,,,100896,,,prompt,,,,,12478,0.21,277,html-keyboard-response,,,,,,,,2562
100896,1dtNEEFsEZqDlaykzKSV,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (757).jpg,0.0-19.0-1.0-0.36,0,True,,0,False,,False,False,,False,False,,0,0,4,8,,,1,,,,0,,,,,images/1 (757).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,193,22794,0.39,958,image-keyboard-response,,,,final Foil,,,,2562
100896,1eDnht5meJOTO01XZyNX,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (679).jpg,0.0-21.0-1.0-0.9,0,True,,0,False,,False,False,,False,False,,0,0,6,6,,,1,,,,0,,,,,images/1 (679).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,262,23615,0.40,1027,image-keyboard-response,,,,final Foil,,,,2562
100896,1gT1gRQDHeDEJwf8Ro5R,,,,,,,2,r,,,,,,,3,,1728,100896,,0.0-8.0-5.0-0.7,0,,,0,,,,,,,,4,,,,,,,,,8,,,,,,,7,,,7,,,,,100896,,57,digitPresentation,,,,,12443,0.21,274,html-keyboard-response,,,,,,,,2562
100896,1iyHXFk3TpFnYmK75dkX,,0,,True,,,2,r,False,False,,,j,T_target,3,,1728,100896,1 (609).jpg,0.0-11.0-10.0-0.16,0,False,True,0,False,True,True,False,True,True,True,7,7,8,,0,,,1,,,,0,,,,,images/1 (609).jpg,Dn+1,Dn,,5,5,0,,100896,,,initialTest_response,17,17,28,0,16529,0.28,523,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
100896,1mfamq08cn2COyfNBnaz,,,,False,,,2,r,,,,,,T_nontarget,3,,1728,100896,1 (660).jpg,0.0-8.0-2.0-0.17,0,True,True,0,,True,True,False,False,False,False,4,4,0,9,0,,,1,,,,,,,,,images/1 (660).jpg,A,A,,18,18,0,,100896,,,initial_study,0,0,0,442,12194,0.21,252,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,1oghgNZLv1h8nEriDLD6,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (1543).jpg,0.0-25.0-1.0-0.1,0,True,,0,False,,False,False,,False,False,,0,0,10,8,,,1,,,,0,,,,,images/1 (1543).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,446,25817,0.44,1211,image-keyboard-response,,,,final Foil,,,,2562
100896,1plPs95mdqmHb4RzpRIW,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (1723).jpg,0.0-22.0-1.0-0.15,0,True,,0,False,,False,False,,False,False,,0,0,7,1,,,1,,,,0,,,,,images/1 (1723).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,316,24244,0.41,1081,image-keyboard-response,,,,final Foil,,,,2562
100896,1qr9gv0LuUz9hlfCaZnO,,,,False,,,2,r,,,,,,T_nontarget,3,,1728,100896,1 (847).jpg,0.0-6.0-2.0-0.19,0,False,True,0,,True,True,False,False,False,False,2,2,0,,0,,,1,,,,,,,,,images/1 (847).jpg,A,A,,20,20,0,,100896,,,initial_study,0,0,0,0,9781,0.17,102,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,1rpxyyzB5JoVL5PQmNpn,,,,True,,,2,r,,,,,,T_target,3,,1728,100896,1 (2251).jpg,0.0-11.0-2.0-0.10,0,True,True,0,,True,True,False,True,True,True,7,7,8,3,0,,,1,,,,,,,,,images/1 (2251).jpg,Dn+1,Dn,,11,11,0,,100896,,,initial_study,24,24,30,119,15771,0.27,473,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
100896,20WE2v55ZUQVVWxCOEwZ,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (734).jpg,0.0-24.0-1.0-0.14,0,True,,0,False,,False,False,,False,False,,0,0,9,8,,,1,,,,0,,,,,images/1 (734).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,411,25392,0.43,1176,image-keyboard-response,,,,final Foil,,,,2562
100896,24FCO2w4LseT7bqpM9uI,,,,False,,,2,r,,,,,,T_target,3,,1728,100896,1 (768).jpg,0.0-12.0-2.0-0.19,0,True,True,0,,True,True,False,True,True,False,8,8,0,6,0,,,1,,,,,,,,,images/1 (768).jpg,B,B,,20,20,0,,100896,,,initial_study,8,8,0,256,17088,0.29,558,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,26KVtUeAQUZHcaMgcqHO,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (2046).jpg,0.0-25.0-1.0-0.29,0,True,,0,False,,False,False,,False,False,,0,0,10,10,,,1,,,,0,,,,,images/1 (2046).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,474,26150,0.44,1239,image-keyboard-response,,,,final Foil,,,,2562
100896,27Ytr2mROeiMnX9N6FQr,,,,,,,2,r,,,,,,,3,,1728,100896,,0.0-7.0-5.0-0.3,0,,,0,,,,,,,,3,,,,,,,,,4,,,,,,,5,,,5,,,,,100896,,57,digitPresentation,,,,,11202,0.19,194,html-keyboard-response,,,,,,,,2562
100896,295kGcMktAMyLkFFKFU3,,,,,,,2,r,,,,,,,3,,1728,100896,,0.0-7.0-5.0-0.2,0,,,0,,,,,,,,3,,,,,,,,,3,,,,,,,6,,,6,,,,,100896,,57,digitPresentation,,,,,11190,0.19,193,html-keyboard-response,,,,,,,,2562
100896,2B0JwR8jk460q8piFZ7L,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (1559).jpg,0.0-16.0-1.0-0.3,0,True,,0,False,,False,False,,False,False,,0,0,1,3,,,1,,,,0,,,,,images/1 (1559).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,4,20520,0.35,769,image-keyboard-response,,,,final Foil,,,,2562
100896,2BbcDim342PRw1NpdKI4,,,,False,,,2,r,,,,,,T_nontarget,3,,1728,100896,1 (622).jpg,0.0-11.0-2.0-0.20,0,False,True,0,,True,True,False,False,False,False,7,7,0,,0,,,1,,,,,,,,,images/1 (622).jpg,A,A,,21,21,0,,100896,,,initial_study,0,0,0,0,15885,0.27,483,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,2ECbExvN50LturnERuQU,,,,False,,,2,r,,,,,,T_target,3,,1728,100896,1 (2373).jpg,0.0-11.0-2.0-0.26,0,True,True,0,,True,True,False,True,True,False,7,7,0,8,0,,,1,,,,,,,,,images/1 (2373).jpg,B,B,,27,27,0,,100896,,,initial_study,25,25,0,374,15963,0.27,489,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,2KNSPuXW80O0lx2kYoei,,0,,,,,2,r,False,,False,,j,T_nontarget,3,,1728,100896,1 (1402).jpg,0.0-23.0-1.0-0.46,0,True,,0,True,,True,False,,False,True,,5,6,8,0,,,,,,,0,,,,,images/1 (1402).jpg,,Cn,,,12,0,,100896,,,finalTest,,0,16,395,25197,0.43,1160,image-keyboard-response,,,,"studied only, in next trial",,,,2562
100896,2Lm8uQD1BeVep6YvastE,,0,,,,,2,r,False,False,False,,j,T_foil,3,,1728,100896,1 (1851).jpg,0.0-19.0-1.0-0.18,0,True,,0,True,,False,False,,True,True,,2,3,4,2,,,,,,,0,,,,,images/1 (1851).jpg,,Fnn,,,0,0,,100896,,,finalTest,,8,14,175,22578,0.38,940,image-keyboard-response,,,,"tested only, in next trial",,,,2562
100896,2OegvKhWlCXZtf297Sf0,,,,False,,,2,r,,,,,,T_target,3,,1728,100896,1 (1899).jpg,0.0-9.0-2.0-0.5,0,True,True,0,,True,True,False,True,True,False,5,5,0,4,0,,,1,,,,,,,,,images/1 (1899).jpg,B,B,,6,6,0,,100896,,,initial_study,27,27,0,186,13261,0.23,316,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,2QvQIeYOjnUGVg3zzgHr,,0,,False,,,2,r,False,False,,,j,T_target,3,,1728,100896,1 (574).jpg,0.0-5.0-10.0-0.25,0,True,True,0,False,True,True,False,True,True,False,1,1,False,,0,,,1,,,,0,,,,,images/1 (574).jpg,B,B,,14,14,0,,100896,,,initialTest_response,26,26,0,98,9420,0.16,76,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,2WVJTfCTR9849e2yvuRw,,0,,True,,,2,r,False,False,,,j,T_target,3,,1728,100896,1 (2109).jpg,0.0-6.0-10.0-0.20,0,True,True,0,False,True,True,False,True,True,True,2,2,3,,0,,,1,,,,0,,,,,images/1 (2109).jpg,Dn+1,Dn,,15,15,0,,100896,,,initialTest_response,21,21,15,397,10543,0.18,147,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
100896,2Z1POelUnY6V9k0QeEYn,,0,,False,,,2,r,False,False,,,j,T_target,3,,1728,100896,1 (1489).jpg,0.0-12.0-10.0-0.10,0,False,True,0,False,True,True,False,True,True,False,8,8,False,,0,,,1,,,,0,,,,,images/1 (1489).jpg,B,B,,30,30,0,,100896,,,initialTest_response,11,11,0,0,17617,0.30,593,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,2dzZYnTTXvQ4g92lLiEu,,,,True,,,2,r,,,,,,T_nontarget,3,,1728,100896,1 (1427).jpg,0.0-6.0-2.0-0.28,0,True,True,0,,True,True,False,False,False,True,2,2,3,5,0,,,1,,,,,,,,,images/1 (1427).jpg,Cn+1,Cn,,29,29,0,,100896,,,initial_study,0,0,9,206,9893,0.17,111,image-keyboard-response,1,0,1,"studied only, in next trial",,,,2562
100896,2e0dYtYuB6gUDGfJzIV6,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (2391).jpg,0.0-18.0-1.0-0.29,0,True,,0,False,,False,False,,False,False,,0,0,3,10,,,1,,,,0,,,,,images/1 (2391).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,138,22134,0.37,903,image-keyboard-response,,,,final Foil,,,,2562
100896,2fnwkpxcZlwNVT9OKRpv,,,,False,,,2,r,,,,,,T_nontarget,3,,1728,100896,1 (172).jpg,0.0-7.0-2.0-0.4,0,True,True,0,,True,True,False,False,False,False,3,3,0,3,0,,,1,,,,,,,,,images/1 (172).jpg,A,A,,5,5,0,,100896,,,initial_study,0,0,0,130,10838,0.19,163,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,2jrHTP1DoRPqSsA3QMCZ,,0,,False,,,2,r,False,False,,,j,T_target,3,,1728,100896,1 (499).jpg,0.0-14.0-10.0-0.16,0,True,True,0,False,True,True,False,True,True,False,10,10,0,,0,,,1,,,,0,,,,,images/1 (499).jpg,B,B,,27,27,0,,100896,,,initialTest_response,17,17,0,215,20150,0.34,751,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,2lsAkNJDPswV4GEhgNmu,,0,,True,,,2,r,False,False,False,,f,T_foil,3,,1728,100896,1 (2235).jpg,0.0-10.0-10.0-0.8,0,True,False,0,False,False,False,False,True,False,True,6,5,6,,0,,,2,,,,0,,,,,images/1 (2235).jpg,Fnn,Fnn,,0,0,0,,100896,,,initialTest_response,9,0,9,244,15129,0.26,439,image-keyboard-response,0,1,1,"tested only, in next trial, from last trial",,,,2562
100896,2s9pQwJelDX6xjeHK5D2,,0,,,,,2,r,False,,,,j,T_target,3,,1728,100896,1 (1947).jpg,0.0-17.0-1.0-0.31,0,True,,0,True,,True,False,,True,False,,1,0,2,0,,,,,,,0,,,,,images/1 (1947).jpg,,B,,,20,0,,100896,,,finalTest,,7,0,92,21583,0.37,857,image-keyboard-response,,,,"current target, not in next trial",,,,2562
100896,3101lBtATVFxqkqNaUjV,,0,,,,,2,r,False,,,,j,T_foil,3,,1728,100896,1 (891).jpg,0.0-20.0-1.0-0.11,0,True,,0,True,,False,False,,True,False,,9,False,5,9,,,,,,,0,,,,,images/1 (891).jpg,,Fn,,,0,0,,100896,,,finalTest,,11,0,216,23073,0.39,981,image-keyboard-response,,,,"tested only, not in next trial",,,,2562
100896,353PurYCY1F8F74TttIP,,0,,False,,,2,r,False,False,,,j,T_target,3,,1728,100896,1 (409).jpg,0.0-10.0-10.0-0.18,0,True,True,0,False,True,True,False,True,True,False,6,6,False,,0,,,1,,,,0,,,,,images/1 (409).jpg,B,B,,21,21,0,,100896,,,initialTest_response,19,19,0,208,15356,0.26,449,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,3E8Q0zIBzlbAX62C5CO6,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (1690).jpg,0.0-16.0-1.0-0.37,0,True,,0,False,,False,False,,False,False,,0,0,1,0,,,1,,,,0,,,,,images/1 (1690).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,38,20930,0.35,803,image-keyboard-response,,,,final Foil,,,,2562
100896,3EBP7siup7jVX7gu0fot,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (1271).jpg,0.0-24.0-1.0-0.39,0,True,,0,False,,False,False,,False,False,,0,0,9,0,,,1,,,,0,,,,,images/1 (1271).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,436,25691,0.43,1201,image-keyboard-response,,,,final Foil,,,,2562
100896,3GUBayOVyROyFgIUZ5uL,,0,,,,,2,r,False,,,,j,T_nontarget,3,,1728,100896,1 (745).jpg,0.0-23.0-1.0-0.22,0,True,,0,True,,True,False,,False,False,,7,0,8,0,,,,,,,0,,,,,images/1 (745).jpg,,A,,,9,0,,100896,,,finalTest,,0,0,371,24913,0.42,1136,image-keyboard-response,,,,"studied only, not in trial",,,,2562
100896,3ItuxlcYfIcTH5Rgm1Ld,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (507).jpg,0.0-20.0-1.0-0.19,0,True,,0,False,,False,False,,False,False,,0,0,5,10,,,1,,,,0,,,,,images/1 (507).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,224,23168,0.39,989,image-keyboard-response,,,,final Foil,,,,2562
100896,3Kf76pRAzpAOyD93zbt5,,0,,False,,,2,r,False,False,,,f,T_foil,3,,1728,100896,1 (2180).jpg,0.0-12.0-10.0-0.12,0,True,True,0,False,False,False,False,True,True,False,8,8,False,1,0,,,1,,,,0,,,,,images/1 (2180).jpg,Fn+1,Fn,,0,0,0,,100896,,,initialTest_response,13,13,0,42,17660,0.30,595,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,2562
100896,3LFHvbEcu0j71ueGZLhm,,0,,,,,2,r,False,,,,f,F,3,,1728,100896,1 (1234).jpg,0.0-17.0-1.0-0.16,0,True,,0,False,,False,False,,False,False,,0,0,2,10,,,1,,,,0,,,,,images/1 (1234).jpg,,FF,,,0,0,,100896,,,finalTest,,0,0,77,21394,0.36,842,image-keyboard-response,,,,final Foil,,,,2562
100896,3NWfdIFRUQoiemnmr20P,,0,,,,,2,r,False,,,,j,T_target,3,,1728,100896,1 (394).jpg,0.0-16.0-1.0-0.46,0,True,,0,True,,True,False,,True,False,,5,0,1,0,,,,,,,0,,,,,images/1 (394).jpg,,B,,,2,0,,100896,,,finalTest,,18,0,47,21036,0.36,812,image-keyboard-response,,,,"current target, not in next trial",,,,2562
100896,3P1vaNGxiufs4Dxvs5Cs,,,,,,,2,r,,,,,,,3,,1728,100896,,0.0-9.0-0.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,"
    <p style='text-align: justify;color: black;background: white;font: caption-;''>
        Press the 'enter' key to see the next list of pictures. </p>
    ",,,,,,,,100896,,,,,,,,13178,0.23,309,html-keyboard-response,,,,,,,,2562
100896,3RQ6ldt8P7zAJbzoHghe,,0,,False,,,2,r,False,False,,,f,T_foil,3,,1728,100896,1 (342).jpg,0.0-5.0-10.0-0.2,0,False,True,0,False,False,False,False,True,True,False,1,1,False,,0,,,1,,,,0,,,,,images/1 (342).jpg,Fn+1,Fn,,0,0,0,,100896,,,initialTest_response,3,3,0,0,8904,0.15,53,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,2562
100896,3TuIhnriqZ9VGLBi3eI8,,,,False,,,2,r,,,,,,T_target,3,,1728,100896,1 (1363).jpg,0.0-13.0-2.0-0.21,0,True,True,0,,True,True,False,True,True,False,9,9,0,1,0,,,1,,,,,,,,,images/1 (1363).jpg,B,B,,22,22,0,,100896,,,initial_study,4,4,0,33,18340,0.31,636,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,3VXyWIB8YvQSwzHhmR2v,,0,,,,,2,r,False,,,,j,T_target,3,,1728,100896,1 (1236).jpg,0.0-25.0-1.0-0.40,0,True,,0,True,,True,False,,True,False,,9,0,10,0,,,,,,,0,,,,,images/1 (1236).jpg,,B,,,2,0,,100896,,,finalTest,,12,0,485,26280,0.44,1250,image-keyboard-response,,,,"current target, not in next trial",,,,2562
